Phylum,Subphylum,Assembly
Ascomycota,Pezizomycotina,GCA_028828025.1
Ascomycota,Pezizomycotina,GCF_028828025.1
Ascomycota,Pezizomycotina,GCA_028827555.1
Ascomycota,Pezizomycotina,GCF_028827555.1
Ascomycota,Pezizomycotina,GCA_001048715.1
Ascomycota,Pezizomycotina,GCA_002072235.1
Ascomycota,Pezizomycotina,GCF_002072235.1
Ascomycota,Pezizomycotina,GCA_028828655.1
Ascomycota,Pezizomycotina,GCF_028828655.1
Ascomycota,Pezizomycotina,GCA_028828875.1
Ascomycota,Pezizomycotina,GCA_911649655.1
Ascomycota,Pezizomycotina,GCA_023627375.1
Ascomycota,Pezizomycotina,GCA_000577785.1
Ascomycota,Pezizomycotina,GCA_028827405.1
Ascomycota,Pezizomycotina,GCF_028827405.1
Ascomycota,Pezizomycotina,GCA_019977855.1
Ascomycota,Pezizomycotina,GCA_026122735.1
Ascomycota,Pezizomycotina,GCA_028828765.1
Ascomycota,Pezizomycotina,GCF_028828765.1
Ascomycota,Pezizomycotina,GCA_024706585.1
Ascomycota,Pezizomycotina,GCA_030762825.1
Ascomycota,Pezizomycotina,GCA_911174995.1
Ascomycota,Pezizomycotina,GCA_002382855.1
Ascomycota,Pezizomycotina,GCA_911456355.1
Ascomycota,Pezizomycotina,GCA_000347475.1
Ascomycota,Pezizomycotina,GCA_028828285.1
Ascomycota,Pezizomycotina,GCA_028827145.1
Ascomycota,Pezizomycotina,GCF_028827145.1
Ascomycota,Pezizomycotina,GCA_028828185.1
Ascomycota,Pezizomycotina,GCA_028829585.1
Ascomycota,Pezizomycotina,GCF_028829585.1
Ascomycota,Pezizomycotina,GCA_028827385.1
Ascomycota,Pezizomycotina,GCA_028829835.1
Ascomycota,Pezizomycotina,GCF_028829835.1
Ascomycota,Pezizomycotina,GCA_028828465.1
Ascomycota,Pezizomycotina,GCF_028828465.1
Ascomycota,Pezizomycotina,GCA_028827225.1
Ascomycota,Pezizomycotina,GCA_028974015.1
Ascomycota,Pezizomycotina,GCA_028827375.1
Ascomycota,Pezizomycotina,GCA_028828445.1
Ascomycota,Pezizomycotina,GCF_028828445.1
Ascomycota,Pezizomycotina,GCA_030710325.1
Ascomycota,Pezizomycotina,GCA_028828245.1
Ascomycota,Pezizomycotina,GCA_028827395.1
Ascomycota,Pezizomycotina,GCF_028827395.1
Ascomycota,Pezizomycotina,GCA_028828865.1
Ascomycota,Pezizomycotina,GCA_028828675.1
Ascomycota,Pezizomycotina,GCA_028826775.1
Ascomycota,Pezizomycotina,GCF_028826775.1
Ascomycota,Pezizomycotina,GCA_028828555.1
Ascomycota,Pezizomycotina,GCF_028828555.1
Ascomycota,Pezizomycotina,GCA_028828045.1
Ascomycota,Pezizomycotina,GCF_028828045.1
Ascomycota,Pezizomycotina,GCA_028829765.1
Ascomycota,Pezizomycotina,GCF_028829765.1
Ascomycota,Pezizomycotina,GCA_028826845.1
Ascomycota,Pezizomycotina,GCF_028826845.1
Ascomycota,Pezizomycotina,GCA_028828085.1
Ascomycota,Pezizomycotina,GCF_028828085.1
Ascomycota,Pezizomycotina,GCA_028827525.1
Ascomycota,Pezizomycotina,GCF_028827525.1
Ascomycota,Pezizomycotina,GCA_028827895.1
Ascomycota,Pezizomycotina,GCF_028827895.1
Ascomycota,Pezizomycotina,GCA_028828275.1
Ascomycota,Pezizomycotina,GCA_028827025.1
Ascomycota,Pezizomycotina,GCF_028827025.1
Ascomycota,Pezizomycotina,GCA_028827535.1
Ascomycota,Pezizomycotina,GCA_028828015.1
Ascomycota,Pezizomycotina,GCF_028828015.1
Ascomycota,Pezizomycotina,GCA_028974045.1
Ascomycota,Pezizomycotina,GCA_029142805.1
Ascomycota,Pezizomycotina,GCA_029142755.1
Ascomycota,Pezizomycotina,GCA_029142745.1
Ascomycota,Pezizomycotina,GCA_028827885.1
Ascomycota,Pezizomycotina,GCA_028827165.1
Ascomycota,Pezizomycotina,GCF_028827165.1
Ascomycota,Pezizomycotina,GCA_028828895.1
Ascomycota,Pezizomycotina,GCA_028829675.1
Ascomycota,Pezizomycotina,GCA_028826855.1
Ascomycota,Pezizomycotina,GCF_028826855.1
Ascomycota,Pezizomycotina,GCA_028828005.1
Ascomycota,Pezizomycotina,GCF_028828005.1
Ascomycota,Pezizomycotina,GCA_028974085.1
Ascomycota,Pezizomycotina,GCF_028974085.1
Ascomycota,Pezizomycotina,GCA_028974065.1
Ascomycota,Pezizomycotina,GCF_028974065.1
Ascomycota,Pezizomycotina,GCA_028829465.1
Ascomycota,Pezizomycotina,GCF_028829465.1
Ascomycota,Pezizomycotina,GCA_030035635.1
Ascomycota,Pezizomycotina,GCA_028827735.1
Ascomycota,Pezizomycotina,GCF_028827735.1
Ascomycota,Pezizomycotina,GCA_028827265.1
Ascomycota,Pezizomycotina,GCF_028827265.1
Ascomycota,Pezizomycotina,GCA_028974205.1
Ascomycota,Pezizomycotina,GCF_028974205.1
Ascomycota,Pezizomycotina,GCA_028827665.1
Ascomycota,Pezizomycotina,GCF_028827665.1
Ascomycota,Pezizomycotina,GCA_028827675.1
Ascomycota,Pezizomycotina,GCF_028827675.1
Ascomycota,Pezizomycotina,GCA_028827695.1
Ascomycota,Pezizomycotina,GCF_028827695.1
Ascomycota,Pezizomycotina,GCA_028828195.1
Ascomycota,Pezizomycotina,GCF_028828195.1
Ascomycota,Pezizomycotina,GCA_028828495.1
Ascomycota,Pezizomycotina,GCF_028828495.1
Ascomycota,Pezizomycotina,GCA_028827545.1
Ascomycota,Pezizomycotina,GCF_028827545.1
Ascomycota,Pezizomycotina,GCA_028826915.1
Ascomycota,Pezizomycotina,GCF_028826915.1
Ascomycota,Pezizomycotina,GCA_028828935.1
Ascomycota,Pezizomycotina,GCA_028826965.1
Ascomycota,Pezizomycotina,GCF_028826965.1
Ascomycota,Pezizomycotina,GCA_003800485.2
Ascomycota,Pezizomycotina,GCA_037356155.1
Ascomycota,Pezizomycotina,
Ascomycota,Pezizomycotina,GCA_037356495.1
Ascomycota,Pezizomycotina,GCA_037356195.1
Ascomycota,Pezizomycotina,GCA_036712075.1
Ascomycota,Pezizomycotina,GCA_037356175.1
Ascomycota,Pezizomycotina,GCA_037074905.1
Ascomycota,Pezizomycotina,GCA_014839975.1
Ascomycota,Pezizomycotina,GCA_018410145.1
Ascomycota,Pezizomycotina,GCA_003800495.2
Ascomycota,Pezizomycotina,GCA_011392555.1
Ascomycota,Pezizomycotina,GCA_020086695.1
Ascomycota,Pezizomycotina,GCA_027569595.1
Ascomycota,Pezizomycotina,GCA_019775465.1
Ascomycota,Pezizomycotina,GCA_022985105.1
Ascomycota,Pezizomycotina,GCA_037414295.1
Ascomycota,Pezizomycotina,GCA_023625675.1
Ascomycota,Pezizomycotina,GCA_015585785.1
Ascomycota,Pezizomycotina,GCA_027569585.1
Ascomycota,Pezizomycotina,GCA_027569895.1
Ascomycota,Pezizomycotina,GCA_019775415.1
Ascomycota,Pezizomycotina,GCA_015586035.1
Ascomycota,Pezizomycotina,GCA_019775275.1
Ascomycota,Pezizomycotina,GCA_019775305.1
Ascomycota,Pezizomycotina,GCA_037043885.1
Ascomycota,Pezizomycotina,GCA_019827475.1
Ascomycota,Pezizomycotina,GCA_030779445.1
Ascomycota,Pezizomycotina,GCA_037042135.1
Ascomycota,Pezizomycotina,GCA_037042055.1
Ascomycota,Pezizomycotina,GCA_023627405.1
Ascomycota,Pezizomycotina,GCA_911197225.1
Ascomycota,Pezizomycotina,GCA_002072365.1
Ascomycota,Pezizomycotina,GCA_037044005.1
Ascomycota,Pezizomycotina,GCA_030779285.1
Ascomycota,Pezizomycotina,GCA_011750695.1
Ascomycota,Pezizomycotina,GCA_023626495.1
Ascomycota,Pezizomycotina,GCA_018340795.1
Ascomycota,Pezizomycotina,GCA_019190355.1
Ascomycota,Pezizomycotina,GCA_023626535.1
Ascomycota,Pezizomycotina,GCA_003852855.1
Ascomycota,Pezizomycotina,GCA_023626515.1
Ascomycota,Pezizomycotina,GCA_025768115.1
Ascomycota,Pezizomycotina,GCA_023626555.1
Ascomycota,Pezizomycotina,GCA_003138045.1
Ascomycota,Pezizomycotina,GCA_014839625.1
Ascomycota,Pezizomycotina,GCA_022813165.1
Ascomycota,Pezizomycotina,GCA_000576735.1
Ascomycota,Pezizomycotina,GCA_025586815.1
Ascomycota,Pezizomycotina,GCA_008931945.1
Ascomycota,Pezizomycotina,GCA_008931935.1
Ascomycota,Pezizomycotina,GCA_037042625.1
Ascomycota,Pezizomycotina,GCA_003138025.1
Ascomycota,Pezizomycotina,GCA_000733025.2
Ascomycota,Pezizomycotina,GCA_005250745.2
Ascomycota,Pezizomycotina,GCA_023626615.1
Ascomycota,Pezizomycotina,GCA_008931925.1
Ascomycota,Pezizomycotina,GCA_928213465.1
Ascomycota,Pezizomycotina,GCA_031761475.1
Ascomycota,Pezizomycotina,GCA_911456345.1
Ascomycota,Pezizomycotina,GCA_035048945.1
Ascomycota,Pezizomycotina,GCA_030142185.1
Ascomycota,Pezizomycotina,GCA_002916455.1
Ascomycota,Pezizomycotina,GCA_037042255.1
Ascomycota,Pezizomycotina,GCA_000577495.1
Ascomycota,Pezizomycotina,GCA_002000375.1
Ascomycota,Pezizomycotina,GCA_037042505.1
Ascomycota,Pezizomycotina,GCA_037042535.1
Ascomycota,Pezizomycotina,GCA_021133555.1
Ascomycota,Pezizomycotina,GCA_022570495.1
Ascomycota,Pezizomycotina,GCA_016767815.1
Ascomycota,Pezizomycotina,GCA_030518555.1
Ascomycota,Pezizomycotina,GCA_000710275.1
Ascomycota,Pezizomycotina,GCA_013466175.1
Ascomycota,Pezizomycotina,GCA_001939915.1
Ascomycota,Pezizomycotina,GCA_020284165.1
Ascomycota,Pezizomycotina,GCA_027569845.1
Ascomycota,Pezizomycotina,GCA_001908125.1
Ascomycota,Pezizomycotina,GCA_027569435.1
Ascomycota,Pezizomycotina,GCA_027569365.1
Ascomycota,Pezizomycotina,GCA_020284065.1
Ascomycota,Pezizomycotina,GCA_014839855.1
Ascomycota,Pezizomycotina,GCA_030378375.1
Ascomycota,Pezizomycotina,GCA_005546515.1
Ascomycota,Pezizomycotina,GCA_023624855.1
Ascomycota,Pezizomycotina,GCA_004153425.1
Ascomycota,Pezizomycotina,GCA_004521935.1
Ascomycota,Pezizomycotina,GCA_023624835.1
Ascomycota,Pezizomycotina,GCA_037043875.1
Ascomycota,Pezizomycotina,GCA_000346795.1
Ascomycota,Pezizomycotina,GCA_000383025.1
Ascomycota,Pezizomycotina,GCA_002072455.1
Ascomycota,Pezizomycotina,GCA_028826945.1
Ascomycota,Pezizomycotina,GCA_028827015.1
Ascomycota,Pezizomycotina,GCA_028828955.1
Ascomycota,Pezizomycotina,GCA_002080375.1
Ascomycota,Pezizomycotina,GCA_015586295.1
Ascomycota,Pezizomycotina,GCA_015586055.1
Ascomycota,Pezizomycotina,GCA_015586395.1
Ascomycota,Pezizomycotina,GCA_023627275.1
Ascomycota,Pezizomycotina,GCA_015586425.1
Ascomycota,Pezizomycotina,GCA_015585955.1
Ascomycota,Pezizomycotina,GCA_015585735.1
Ascomycota,Pezizomycotina,GCA_015585965.1
Ascomycota,Pezizomycotina,GCA_023624135.1
Ascomycota,Pezizomycotina,GCA_015586365.1
Ascomycota,Pezizomycotina,GCA_023624315.1
Ascomycota,Pezizomycotina,GCA_023627015.1
Ascomycota,Pezizomycotina,GCA_015586415.1
Ascomycota,Pezizomycotina,GCA_025768145.1
Ascomycota,Pezizomycotina,GCA_015585875.1
Ascomycota,Pezizomycotina,GCA_015586305.1
Ascomycota,Pezizomycotina,GCA_023626995.1
Ascomycota,Pezizomycotina,GCA_023626815.1
Ascomycota,Pezizomycotina,GCA_015586135.1
Ascomycota,Pezizomycotina,GCA_023624455.1
Ascomycota,Pezizomycotina,GCA_023627115.1
Ascomycota,Pezizomycotina,GCA_027569345.1
Ascomycota,Pezizomycotina,GCA_023627335.1
Ascomycota,Pezizomycotina,GCA_015586075.1
Ascomycota,Pezizomycotina,GCA_023626675.1
Ascomycota,Pezizomycotina,GCA_023624185.1
Ascomycota,Pezizomycotina,GCA_025768175.1
Ascomycota,Pezizomycotina,GCA_023627135.1
Ascomycota,Pezizomycotina,GCA_023626695.1
Ascomycota,Pezizomycotina,GCA_023626635.1
Ascomycota,Pezizomycotina,GCA_023624275.1
Ascomycota,Pezizomycotina,GCA_023624335.1
Ascomycota,Pezizomycotina,GCA_023624355.1
Ascomycota,Pezizomycotina,GCA_023627075.1
Ascomycota,Pezizomycotina,GCA_023626595.1
Ascomycota,Pezizomycotina,GCA_023626795.1
Ascomycota,Pezizomycotina,GCA_023626835.1
Ascomycota,Pezizomycotina,GCA_025768475.1
Ascomycota,Pezizomycotina,GCA_023626895.1
Ascomycota,Pezizomycotina,GCA_023627235.1
Ascomycota,Pezizomycotina,GCA_023624415.1
Ascomycota,Pezizomycotina,GCA_023626715.1
Ascomycota,Pezizomycotina,GCA_023627035.1
Ascomycota,Pezizomycotina,GCA_023626975.1
Ascomycota,Pezizomycotina,GCA_023624395.1
Ascomycota,Pezizomycotina,GCA_015586315.1
Ascomycota,Pezizomycotina,GCA_023624255.1
Ascomycota,Pezizomycotina,GCA_015586015.1
Ascomycota,Pezizomycotina,GCA_023624375.1
Ascomycota,Pezizomycotina,GCA_023624165.1
Ascomycota,Pezizomycotina,GCA_023626735.1
Ascomycota,Pezizomycotina,GCA_023626915.1
Ascomycota,Pezizomycotina,GCA_023626855.1
Ascomycota,Pezizomycotina,GCA_023626775.1
Ascomycota,Pezizomycotina,GCA_023626755.1
Ascomycota,Pezizomycotina,GCA_023626655.1
Ascomycota,Pezizomycotina,GCA_023627215.1
Ascomycota,Pezizomycotina,GCA_023627355.1
Ascomycota,Pezizomycotina,GCA_023626875.1
Ascomycota,Pezizomycotina,GCA_023627315.1
Ascomycota,Pezizomycotina,GCA_023627195.1
Ascomycota,Pezizomycotina,GCA_023627255.1
Ascomycota,Pezizomycotina,GCA_023624235.1
Ascomycota,Pezizomycotina,GCA_023627175.1
Ascomycota,Pezizomycotina,GCA_023626935.1
Ascomycota,Pezizomycotina,GCA_023626955.1
Ascomycota,Pezizomycotina,GCA_023627295.1
Ascomycota,Pezizomycotina,GCA_023627055.1
Ascomycota,Pezizomycotina,GCA_023624435.1
Ascomycota,Pezizomycotina,GCA_023624295.1
Ascomycota,Pezizomycotina,GCA_023627095.1
Ascomycota,Pezizomycotina,GCA_023627155.1
Ascomycota,Pezizomycotina,GCA_028891605.1
Ascomycota,Pezizomycotina,GCA_025590035.1
Ascomycota,Pezizomycotina,GCA_015585855.1
Ascomycota,Pezizomycotina,GCA_000801355.1
Ascomycota,Pezizomycotina,GCA_000816005.1
Ascomycota,Pezizomycotina,GCA_000523475.1
Ascomycota,Pezizomycotina,GCA_004302965.1
Ascomycota,Pezizomycotina,GCA_028827855.1
Ascomycota,Pezizomycotina,GCA_022829055.1
Ascomycota,Pezizomycotina,GCA_000769735.1
Ascomycota,Pezizomycotina,GCA_023624475.1
Ascomycota,Pezizomycotina,GCA_001750045.2
Ascomycota,Pezizomycotina,GCA_000688875.1
Ascomycota,Pezizomycotina,GCA_000769755.1
Ascomycota,Pezizomycotina,GCA_001008385.1
Ascomycota,Pezizomycotina,GCA_000584915.1
Ascomycota,Pezizomycotina,GCA_012295545.2
Ascomycota,Pezizomycotina,GCA_027569805.1
Ascomycota,Pezizomycotina,GCA_000315665.1
Ascomycota,Pezizomycotina,GCA_000485865.1
Ascomycota,Pezizomycotina,GCA_001307865.1
Ascomycota,Pezizomycotina,GCA_023138355.1
Ascomycota,Pezizomycotina,GCA_023065495.1
Ascomycota,Pezizomycotina,GCA_023141145.1
Ascomycota,Pezizomycotina,GCA_001599855.1
Ascomycota,Pezizomycotina,GCA_023065415.1
Ascomycota,Pezizomycotina,GCA_023141275.1
Ascomycota,Pezizomycotina,GCA_023065595.1
Ascomycota,Pezizomycotina,GCA_023138445.1
Ascomycota,Pezizomycotina,GCA_023138675.1
Ascomycota,Pezizomycotina,GCA_023141305.1
Ascomycota,Pezizomycotina,GCA_023065375.1
Ascomycota,Pezizomycotina,GCA_023138615.1
Ascomycota,Pezizomycotina,GCA_023137995.1
Ascomycota,Pezizomycotina,GCA_023141165.1
Ascomycota,Pezizomycotina,GCA_023141315.1
Ascomycota,Pezizomycotina,GCA_023141355.1
Ascomycota,Pezizomycotina,GCA_023091085.1
Ascomycota,Pezizomycotina,GCA_023141115.1
Ascomycota,Pezizomycotina,GCA_023065655.1
Ascomycota,Pezizomycotina,GCA_022829115.1
Ascomycota,Pezizomycotina,GCA_023138645.1
Ascomycota,Pezizomycotina,GCA_023141155.1
Ascomycota,Pezizomycotina,GCA_023065685.1
Ascomycota,Pezizomycotina,GCA_023141515.1
Ascomycota,Pezizomycotina,GCA_023141205.1
Ascomycota,Pezizomycotina,GCA_023138015.1
Ascomycota,Pezizomycotina,GCA_023065465.1
Ascomycota,Pezizomycotina,GCA_023141395.1
Ascomycota,Pezizomycotina,GCA_023141195.1
Ascomycota,Pezizomycotina,GCA_023141385.1
Ascomycota,Pezizomycotina,GCA_000737485.2
Ascomycota,Pezizomycotina,GCA_023141235.1
Ascomycota,Pezizomycotina,GCA_023065525.1
Ascomycota,Pezizomycotina,GCA_023138005.1
Ascomycota,Pezizomycotina,GCA_023065625.1
Ascomycota,Pezizomycotina,GCA_000513255.1
Ascomycota,Pezizomycotina,GCA_036320845.1
Ascomycota,Pezizomycotina,GCA_023624595.1
Ascomycota,Pezizomycotina,GCA_001950535.1
Ascomycota,Pezizomycotina,GCA_025768555.1
Ascomycota,Pezizomycotina,GCA_019191195.1
Ascomycota,Pezizomycotina,GCA_025768405.1
Ascomycota,Pezizomycotina,GCA_025768355.1
Ascomycota,Pezizomycotina,GCA_025782865.1
Ascomycota,Pezizomycotina,GCA_025768795.1
Ascomycota,Pezizomycotina,GCA_025768705.1
Ascomycota,Pezizomycotina,GCA_025768525.1
Ascomycota,Pezizomycotina,GCA_025768585.1
Ascomycota,Pezizomycotina,GCA_025768325.1
Ascomycota,Pezizomycotina,GCA_037044215.1
Ascomycota,Pezizomycotina,GCA_025768385.1
Ascomycota,Pezizomycotina,GCA_025768765.1
Ascomycota,Pezizomycotina,GCA_025768735.1
Ascomycota,Pezizomycotina,GCA_025768665.1
Ascomycota,Pezizomycotina,GCA_025768645.1
Ascomycota,Pezizomycotina,GCA_023624675.1
Ascomycota,Pezizomycotina,GCA_025768615.1
Ascomycota,Pezizomycotina,GCA_025768445.1
Ascomycota,Pezizomycotina,GCA_027569755.1
Ascomycota,Pezizomycotina,GCA_025531905.1
Ascomycota,Pezizomycotina,GCA_023624655.1
Ascomycota,Pezizomycotina,GCA_001008395.1
Ascomycota,Pezizomycotina,GCA_000769765.1
Ascomycota,Pezizomycotina,GCA_001399475.1
Ascomycota,Pezizomycotina,GCA_023626475.1
Ascomycota,Pezizomycotina,GCA_023626455.1
Ascomycota,Pezizomycotina,GCA_002369805.1
Ascomycota,Pezizomycotina,GCA_020557365.1
Ascomycota,Pezizomycotina,GCA_015585905.1
Ascomycota,Pezizomycotina,GCA_003344595.1
Ascomycota,Pezizomycotina,GCA_002072265.1
Ascomycota,Pezizomycotina,GCA_025768265.1
Ascomycota,Pezizomycotina,GCA_025768295.1
Ascomycota,Pezizomycotina,GCA_025768855.1
Ascomycota,Pezizomycotina,GCA_025589915.1
Ascomycota,Pezizomycotina,GCA_025590805.1
Ascomycota,Pezizomycotina,GCA_001735785.1
Ascomycota,Pezizomycotina,GCA_028828505.1
Ascomycota,Pezizomycotina,GCA_028751425.1
Ascomycota,Pezizomycotina,GCA_027256995.1
Ascomycota,Pezizomycotina,GCA_019189275.1
Ascomycota,Pezizomycotina,GCA_019189245.1
Ascomycota,Pezizomycotina,GCA_902636305.1
Ascomycota,Pezizomycotina,GCA_011058885.1
Ascomycota,Pezizomycotina,GCA_027257005.1
Ascomycota,Pezizomycotina,GCA_000952775.2
Ascomycota,Pezizomycotina,GCA_028827255.1
Ascomycota,Pezizomycotina,GCA_028827515.1
Ascomycota,Pezizomycotina,GCA_028829755.1
Ascomycota,Pezizomycotina,GCA_023624695.1
Ascomycota,Pezizomycotina,GCA_023624715.1
Ascomycota,Pezizomycotina,GCA_023624735.1
Ascomycota,Pezizomycotina,GCA_023624775.1
Ascomycota,Pezizomycotina,GCA_004916855.1
Ascomycota,Pezizomycotina,GCA_023624755.1
Ascomycota,Pezizomycotina,GCA_023624815.1
Ascomycota,Pezizomycotina,GCA_002016555.1
Ascomycota,Pezizomycotina,GCA_023624785.1
Ascomycota,Pezizomycotina,GCA_022813345.1
Ascomycota,Pezizomycotina,GCA_019843585.1
Ascomycota,Pezizomycotina,GCA_001750005.1
Ascomycota,Pezizomycotina,GCA_028826875.1
Ascomycota,Pezizomycotina,GCA_000943775.1
Ascomycota,Pezizomycotina,GCA_000943765.1
Ascomycota,Pezizomycotina,GCA_022813305.1
Ascomycota,Pezizomycotina,GCA_002072245.1
Ascomycota,Pezizomycotina,GCA_022813135.1
Ascomycota,Pezizomycotina,GCA_001750025.1
Ascomycota,Pezizomycotina,GCA_025585045.1
Ascomycota,Pezizomycotina,GCA_025585095.1
Ascomycota,Pezizomycotina,GCA_000970515.2
Ascomycota,Pezizomycotina,GCA_023624635.1
Ascomycota,Pezizomycotina,GCA_023624615.1
Ascomycota,Pezizomycotina,GCA_023624515.1
Ascomycota,Pezizomycotina,GCA_023624575.1
Ascomycota,Pezizomycotina,GCA_023624495.1
Ascomycota,Pezizomycotina,GCA_023624535.1
Ascomycota,Pezizomycotina,GCA_023624555.1
Ascomycota,Pezizomycotina,GCA_000577715.1
Ascomycota,Pezizomycotina,GCA_028828735.1
Ascomycota,Pezizomycotina,GCA_028829005.1
Ascomycota,Pezizomycotina,GCA_028829745.1
Ascomycota,Pezizomycotina,GCA_028828795.1
Ascomycota,Pezizomycotina,GCA_028828825.1
Ascomycota,Pezizomycotina,GCA_028828745.1
Ascomycota,Pezizomycotina,GCA_028751415.1
Ascomycota,Pezizomycotina,GCA_025502625.1
Ascomycota,Pezizomycotina,GCA_911174945.1
Ascomycota,Pezizomycotina,GCA_911174955.1
Ascomycota,Pezizomycotina,GCA_911150065.1
Ascomycota,Pezizomycotina,GCA_911150075.1
Ascomycota,Pezizomycotina,GCA_027569465.1
Ascomycota,Pezizomycotina,GCA_027569445.1
Ascomycota,Pezizomycotina,GCA_014621375.1
Ascomycota,Pezizomycotina,GCA_025583935.1
Ascomycota,Pezizomycotina,GCA_002382835.1
Ascomycota,Pezizomycotina,GCA_000577395.2
Ascomycota,Pezizomycotina,GCA_911174935.1
Ascomycota,Pezizomycotina,GCA_911175205.1
Ascomycota,Pezizomycotina,GCA_920106075.1
Ascomycota,Pezizomycotina,GCA_911174915.1
Ascomycota,Pezizomycotina,GCA_911175305.1
Ascomycota,Pezizomycotina,GCA_911175125.1
Ascomycota,Pezizomycotina,GCA_911639145.1
Ascomycota,Pezizomycotina,GCA_911174875.1
Ascomycota,Pezizomycotina,GCA_002072425.1
Ascomycota,Pezizomycotina,GCA_911174895.1
Ascomycota,Pezizomycotina,GCA_911174845.1
Ascomycota,Pezizomycotina,GCA_911639135.1
Ascomycota,Pezizomycotina,GCA_911175015.1
Ascomycota,Pezizomycotina,GCA_911175025.1
Ascomycota,Pezizomycotina,GCA_911175245.1
Ascomycota,Pezizomycotina,GCA_911175185.1
Ascomycota,Pezizomycotina,GCA_911174985.1
Ascomycota,Pezizomycotina,GCA_911175325.1
Ascomycota,Pezizomycotina,GCA_911174975.1
Ascomycota,Pezizomycotina,GCA_911174865.1
Ascomycota,Pezizomycotina,GCA_911175295.1
Ascomycota,Pezizomycotina,GCA_911175155.1
Ascomycota,Pezizomycotina,GCA_911175315.1
Ascomycota,Pezizomycotina,GCA_911175145.1
Ascomycota,Pezizomycotina,GCA_911175225.1
Ascomycota,Pezizomycotina,GCA_911175035.1
Ascomycota,Pezizomycotina,GCA_911175165.1
Ascomycota,Pezizomycotina,GCA_911174885.1
Ascomycota,Pezizomycotina,GCA_911175235.1
Ascomycota,Pezizomycotina,GCA_028827775.1
Ascomycota,Pezizomycotina,GCA_028826755.1
Ascomycota,Pezizomycotina,GCA_028827875.1
Ascomycota,Pezizomycotina,GCA_028827425.1
Ascomycota,Pezizomycotina,GCA_028827865.1
Ascomycota,Pezizomycotina,GCA_028826995.1
Ascomycota,Pezizomycotina,GCA_028826765.1
Ascomycota,Pezizomycotina,GCA_028827005.1
Ascomycota,Pezizomycotina,GCA_028827235.1
Ascomycota,Pezizomycotina,GCA_028826785.1
Ascomycota,Pezizomycotina,GCA_028828265.1
Ascomycota,Pezizomycotina,GCA_028828985.1
Ascomycota,Pezizomycotina,GCA_028828335.1
Ascomycota,Pezizomycotina,GCA_028828565.1
Ascomycota,Pezizomycotina,GCA_018410175.1
Ascomycota,Pezizomycotina,GCA_026401425.1
Ascomycota,Pezizomycotina,GCA_037040985.1
Ascomycota,Pezizomycotina,GCA_911456365.1
Ascomycota,Pezizomycotina,GCA_002072405.1
Ascomycota,Pezizomycotina,GCA_911197325.1
Ascomycota,Pezizomycotina,GCA_911174905.1
Ascomycota,Pezizomycotina,GCA_911175275.1
Ascomycota,Pezizomycotina,GCA_015585975.1
Ascomycota,Pezizomycotina,GCA_022813665.1
Ascomycota,Pezizomycotina,GCA_015585765.1
Ascomycota,Pezizomycotina,GCA_022813645.1
Ascomycota,Pezizomycotina,GCA_911639275.1
Ascomycota,Pezizomycotina,GCA_015585865.1
Ascomycota,Pezizomycotina,GCA_037041715.1
Ascomycota,Pezizomycotina,GCA_015585885.1
Ascomycota,Pezizomycotina,GCA_911175135.1
Ascomycota,Pezizomycotina,GCA_911197295.1
Ascomycota,Pezizomycotina,GCA_027569495.1
Ascomycota,Pezizomycotina,GCA_911175095.1
Ascomycota,Pezizomycotina,GCA_911197205.1
Ascomycota,Pezizomycotina,GCA_911197365.1
Ascomycota,Pezizomycotina,GCA_911197195.1
Ascomycota,Pezizomycotina,GCA_911197175.1
Ascomycota,Pezizomycotina,GCA_911174925.1
Ascomycota,Pezizomycotina,GCA_002072345.1
Ascomycota,Pezizomycotina,GCA_911197305.1
Ascomycota,Pezizomycotina,GCA_911174965.1
Ascomycota,Pezizomycotina,GCA_911197385.1
Ascomycota,Pezizomycotina,GCA_911175075.1
Ascomycota,Pezizomycotina,GCA_911197245.1
Ascomycota,Pezizomycotina,GCA_911175285.1
Ascomycota,Pezizomycotina,GCA_002072255.1
Ascomycota,Pezizomycotina,GCA_911197405.1
Ascomycota,Pezizomycotina,GCA_911175105.1
Ascomycota,Pezizomycotina,GCA_002072375.1
Ascomycota,Pezizomycotina,GCA_019804565.1
Ascomycota,Pezizomycotina,GCA_019189255.1
Ascomycota,Pezizomycotina,GCA_019191055.1
Ascomycota,Pezizomycotina,GCA_019189285.1
Ascomycota,Pezizomycotina,GCA_015586095.1
Ascomycota,Pezizomycotina,GCA_019189355.1
Ascomycota,Pezizomycotina,GCA_019190485.1
Ascomycota,Pezizomycotina,GCA_019190185.1
Ascomycota,Pezizomycotina,GCA_019191045.1
Ascomycota,Pezizomycotina,GCA_015585745.1
Ascomycota,Pezizomycotina,GCA_015586265.1
Ascomycota,Pezizomycotina,GCA_019189365.1
Ascomycota,Pezizomycotina,GCA_019190165.1
Ascomycota,Pezizomycotina,GCA_019190725.1
Ascomycota,Pezizomycotina,GCA_019191035.1
Ascomycota,Pezizomycotina,GCA_019189265.1
Ascomycota,Pezizomycotina,GCA_015585755.1
Ascomycota,Pezizomycotina,GCA_019828795.1
Ascomycota,Pezizomycotina,GCA_022813365.1
Ascomycota,Pezizomycotina,GCA_019804545.1
Ascomycota,Pezizomycotina,GCA_019804555.1
