Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
12390,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,americana,NRRL.YB-2067,GCA_030583405.1,1
12391,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,valdiviana,NRRL.Y-7791,GCA_030570555.1,1
12392,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,qingdaonensis,CBS.11390,GCA_030569235.1,1
12393,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,chiloensis,NRRL.Y-17643,GCA_030578775.1,1
12394,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,paludigena,NRRL.Y-12697,GCA_030579875.1,1
12395,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,marilandica,NRRL.YB-1847,GCA_030563205.1,1
12396,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,boreocaroliniensis,NRRL.YB-1835,GCA_030575195.1,1
12397,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,grinbergsii,NRRL.Y-27117,GCA_030579895.1,1
12398,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,novakii,NRRL.Y-27346,GCA_030575175.1,1
12399,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,floridensis,NRRL.YB-3827,GCA_030556845.1,1
12400,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,neomexicana,NRRL.YB-2450,GCA_030555635.1,1
12401,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,pinicola,NRRL.YB-2263,GCA_030565085.1,1
12402,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,castrensis,NRRL.Y-17329,GCA_030583505.1,1
12403,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,japonica,NRRL.YB-2798,GCA_030583365.1,1
12404,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,smithiae,NRRL.Y-17850,GCA_030579815.1,1
12405,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,xylanicola,UFMG-CM-Y1884,GCA_001939105.2,1
12406,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,mastotermitis,CBS.14182,GCA_030572735.1,1
12407,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,sp.,yHKS617,GCA_030580325.1,1
12408,Sugiyamaella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,lignohabitans,NRRL.YB-1473,GCA_030555895.1,1
12409,Symbiotaphrina,Ascomycota,Pezizomycotina,Xylonomycetes,Symbiotaphrinaceae,buchneri,JCM.9740,GCA_001599915.1,1
12410,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,NA,GCA_009556855.1,1
12411,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,NA,GCF_009556855.1,1
12412,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,Jan-95,GCA_001571465.2,1
12413,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,rugulosus,W13939,GCA_013368755.1,1
12414,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,rugulosus,W13939,GCF_013368755.1,1
12415,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,funiculosus,X33,GCA_004299765.1,1
12416,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,stipitatus,ATCC.10500,GCA_000003125.1,1
12417,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,stipitatus,ATCC.10500,GCF_000003125.1,1
12418,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,borbonicus,SV-2017a,GCA_002916415.1,1
12419,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,purpureogenus,Q2,GCA_019022425.1,1
12420,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,amestolkiae,CIB,GCA_001896365.1,1
12421,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,amestolkiae,CIB,GCF_001896365.1,1
12422,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,atroroseus,IBT.11181,GCA_001907595.1,1
12423,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,atroroseus,IBT.11181,GCF_001907595.1,1
12424,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,proteolyticus,PMI_201,GCA_021365285.1,1
12425,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,proteolyticus,PMI_201,GCF_021365285.1,1
12426,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,nanjingensis,JP-NJ4,GCA_031010415.1,1
12427,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,albobiverticillius,Tp-2,GCA_023721895.2,1
12428,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,trachyspermus,4014,GCA_020137715.1,1
12429,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,F31,GCA_037356135.1,1
12430,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PYS2103,GCA_023625895.1,1
12431,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PT3601,GCA_023626335.1,1
12432,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PF30-10,GCA_023626255.1,1
12433,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PF30-1D,GCA_023626235.1,1
12434,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PT2101,GCA_023625955.1,1
12435,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,B14P1,GCA_023626215.1,1
12436,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,piceae,3-Sep,GCA_001657655.1,1
12437,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PF30-1C,GCA_023626295.1,1
12438,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,stollii,P8401,GCA_037040825.1,1
12439,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PF30-5,GCA_023626275.1,1
12440,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PYS2902,GCA_023626195.1,1
12441,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PF3502,GCA_023626035.1,1
12442,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PX2802,GCA_023626175.1,1
12443,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PX2406,GCA_023626095.1,1
12444,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PG4302,GCA_023626315.1,1
12445,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,R2412,GCA_023626155.1,1
12446,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PM2405,GCA_023625995.1,1
12447,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,R2405,GCA_023626075.1,1
12448,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PL2406,GCA_023626115.1,1
12449,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,M1327,GCA_023626395.1,1
12450,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,P2101,GCA_023625975.1,1
12451,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,wortmannii,LMB-HP14,GCA_001939245.1,1
12452,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,S1602,GCA_023626375.1,1
12453,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,X2403,GCA_023626055.1,1
12454,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,liani,FKII-L2-CM-DRAB3,GCA_022814505.1,1
12455,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,P118-02,GCA_037040535.1,1
12456,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,ruber,FKI-L3-BK-DAB3,GCA_022813215.1,1
12457,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PX1902,GCA_023626135.1,1
12458,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,sp.,PF2101,GCA_023626015.1,1
12459,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,verruculosus,TS63-9,GCA_001305275.1,1
12460,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,thailandensis,OC-R06-P5,GCA_019828575.1,1
12461,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,adpressus,CBS.142503,GCA_002775195.1,1
12462,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,islandicus,NA,GCA_000985935.1,1
12463,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,TM4,GCA_003971505.1,1
12464,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,11CN-03-130,GCA_009650675.1,1
12465,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,Y-94,GCA_000829775.1,1
12466,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,GZ8H79,GCA_013122295.1,1
12467,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,WCHTM105701,GCA_006111635.1,1
12468,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,PUMCH_TM1901,GCA_011320185.1,1
12469,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,PM1,GCA_000750115.2,1
12470,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,PM1,GCA_000227055.2,1
12471,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,AR155,GCA_011392495.1,1
12472,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,NRRL.3647,GCA_027569565.1,1
12473,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,NRRL.3503,GCA_027569545.1,1
12474,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,P8041,GCA_023623755.1,1
12475,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,J7Y3,GCA_023623735.1,1
12476,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,M8004A,GCA_023623785.1,1
12477,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,NA01,GCA_009805475.2,1
12478,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,NCIM1228,GCA_033439165.1,1
12479,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,pinophilus,PSF-12(1),GCA_003316675.1,1
12480,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,purpureogenus,YAFEF302,GCA_033443225.1,1
12481,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,purpureogenus,F6201Q,GCA_037041395.1,1
12482,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,purpureogenus,MYA-38,GCA_001270325.1,1
12483,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,purpureogenus,LH_A377,GCA_037043785.1,1
12484,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,purpureogenus,F6103,GCA_037041375.1,1
12485,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,amestolkiae,G173,GCA_027569865.1,1
12486,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,amestolkiae,Y5901,GCA_037042375.1,1
12487,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,amestolkiae,X1601,GCA_023623795.1,1
12488,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,amestolkiae,P7603,GCA_037040795.1,1
12489,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,funiculosus,R1404,GCA_023623975.1,1
12490,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,funiculosus,RG13M1,GCA_023623825.1,1
12491,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,funiculosus,R2203A,GCA_023623985.1,1
12492,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,funiculosus,D2P3,GCA_023623855.1,1
12493,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,funiculosus,D2B1,GCA_025768105.1,1
12494,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,funiculosus,PK3801,GCA_023624025.1,1
12495,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,funiculosus,R1212,GCA_023623845.1,1
12496,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,funiculosus,PF3603,GCA_023623875.1,1
12497,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,funiculosus,D1B1,GCA_023623995.1,1
12498,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,stollii,CLY-6,GCA_014065225.1,1
12499,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,liani,FKII-L2-CM-P1,GCA_022814625.1,1
12500,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,thailandensis,R5906,GCA_037041825.1,1
12501,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,ATCC.18224,GCA_000001985.1,1
12502,Talaromyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,marneffei,ATCC.18224,GCF_000001985.1,1
12503,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,confusa,CBS.375.39,GCA_005281535.1,1
12504,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,communis,CBS.352.35,GCA_005281525.1,1
12505,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,wiesneri,CBS.275.28,GCA_005281515.1,1
12506,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,deformans,CBS.355.35,GCA_005281575.1,1
12507,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,betulina,UCD315,GCA_008802775.1,1
12508,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,pruni,CBS.358.35,GCA_005281585.1,1
12509,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,sp.,SM11,GCA_004000165.1,1
12510,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,populina,JCM.22190,GCA_000836195.1,1
12511,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,flavorubra,JCM.22207,GCA_000836175.1,1
12512,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,deformans,A2,GCA_005281805.1,1
12513,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,deformans,PYCC.5710,GCA_000312925.2,1
12514,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,deformans,JCM22205,GCA_000836155.1,1
12515,Taphrina,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrinaceae,wiesneri,JCM.22204,GCA_000836135.1,1
12516,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,nubilosa,CBS.116005,GCA_010093825.1,1
12517,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,destructans,CMW45982,GCA_010367425.1,1
12518,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,gauchensis,CMW.17545,GCA_007113925.1,1
12519,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,zuluensis,CMW.17320,GCA_007113905.1,1
12520,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,epicoccoides,CMW31933,GCA_021401465.1,1
12521,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,pseudoeucalypti,NA,GCA_013403795.1,1
12522,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,viscida,CMW51324,GCA_020826765.1,1
12523,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,eucalypti,NA,GCA_021028865.1,1
12524,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,destructans,CMW45661,GCA_010367415.1,1
12525,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,destructans,NA,GCA_004009835.2,1
12526,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,pseudoeucalypti,NA,GCA_013403725.1,1
12527,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,pseudoeucalypti,NA,GCA_013403735.1,1
12528,Teratosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,eucalypti,CMW54005,GCA_021028855.1,1
12529,Teratosphaeriaceae,Ascomycota,Pezizomycotina,Dothideomycetes,Teratosphaeriaceae,sp.,CCFEE.6253,GCA_033119285.1,1
12530,Terfezia,Ascomycota,Pezizomycotina,Pezizomycetes,Pezizaceae,claveryi,T7,GCA_015179025.1,1
12531,Terfezia,Ascomycota,Pezizomycotina,Pezizomycetes,Pezizaceae,boudieri,ATCC.MYA-4762,GCA_003788615.2,1
12532,Thermoascus,Ascomycota,Pezizomycotina,Eurotiomycetes,Thermoascaceae,crustaceus,JCM.12817,GCA_001599835.1,1
12533,Thermomyces,Ascomycota,Pezizomycotina,Eurotiomycetes,Trichocomaceae,lanuginosus,SSBP,GCA_000315935.1,1
12534,Thozetella,Ascomycota,Pezizomycotina,Sordariomycetes,Chaetosphaeriaceae,sp.,PMI_491,GCA_021432635.1,1
12535,Tirmania,Ascomycota,Pezizomycotina,Pezizomycetes,Pezizaceae,nivea,G3,GCA_015179035.1,1
12536,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,cylindrosporum,CBS.718.70,GCA_024340765.1,1
12537,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,ovalisporum,CBS.700.92,GCA_024340015.1,1
12538,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,geodes,CBS.723.70,GCA_024340515.1,1
12539,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,tundrense,CBS.569.84,GCA_024340025.1,1
12540,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,nubicola,CBS.568.84,GCA_024340505.1,1
12541,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,inflatum,CBS.567.84,GCA_003945565.1,1
12542,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,ophioglossoides,CBS.100239,GCA_001189435.1,1
12543,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,guangdongense,GD1-15,GCA_022114105.1,1
12544,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,sp.,Salcha.MEA-2,GCA_000750145.2,1
12545,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,sp.,Sup5.PDA-1,GCA_000750105.3,1
12546,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,amazonense,LA108,GCA_024340795.1,1
12547,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,album,IQ158,GCA_024341135.1,1
12548,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,pustulatum,CBS.110433,GCA_024340155.1,1
12549,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,endophyticum,MX560,GCA_024339985.1,1
12550,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,tropicale,MX337,GCA_024340005.1,1
12551,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,paradoxum,NRBC.100945,GCA_002916505.1,1
12552,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,capitatum,CBS.113982,GCA_002901185.1,1
12553,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,inflatum,CBS.824.70,GCA_003945705.1,1
12554,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,album,CBS.869.73,GCA_024341155.1,1
12555,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,inflatum,CBS.714.70,GCA_003945575.1,1
12556,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,inflatum,NBRC.31975,GCA_003945635.1,1
12557,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,inflatum,NBRC.31671,GCA_003945655.1,1
12558,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,inflatum,NRRL.8044,GCA_003945665.1,1
12559,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,inflatum,Q8-4,GCA_004195255.1,1
12560,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,inflatum,NRRL8044,GCA_000421905.1,1
12561,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,cylindrosporum,IBT.41711,GCA_023972975.1,1
12562,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,amazonense,MS503,GCA_024340785.1,1
12563,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,album,MS506,GCA_024340945.1,1
12564,Tolypocladium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,endophyticum,MX66,GCA_024339995.1,1
12565,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,caseinolytica,NRRL.Y-17796,GCA_001661475.1,1
12566,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,agaves,NRRL.Y-63662,GCA_030462865.1,1
12567,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,mauiana,NRRL.Y-48832,GCA_030570615.1,1
12568,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,ganteri,NRRL.Y-17035,GCA_030573865.1,1
12569,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,starmeri,NRRL.Y-63665,GCA_030574535.1,1
12570,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,sangerardonensis,NRRL.Y-63663,GCA_030566855.1,1
12571,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,phaffii,NRRL.Y-48833,GCA_030574555.1,1
12572,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,caseinolytica,NRRL.Y-17796,GCA_030579835.1,1
12573,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,ganteri,NRRL.Y-17035,GCA_003707115.1,1
12574,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,starmeri,NRRL.Y-63665,GCA_003706775.2,1
12575,Tortispora,Ascomycota,Saccharomycotina,Saccharomycetes,Trigonopsidaceae,sangerardonensis,UWOPS.00-157.1,GCA_011751505.1,1
12576,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,globosa,CBS764,GCA_014133895.1,1
12577,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,globosa,CBS764,GCF_014133895.1,1
12578,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,quercuum,UCD657,GCA_946403475.1,1
12579,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,sp.,CBS2947,GCA_013694445.1,1
12580,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,type.strain:CBS.1146,GCA_000243375.1,1
12581,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,delbrueckii,type.strain:CBS.1146,GCF_000243375.1,1
12582,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,pretoriensis,CBS.2187,GCA_012851205.1,1
12583,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,maleeae,CBS.10694,GCA_003708055.3,1
12584,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,microellipsoides,NA,GCA_900186055.1,1
12585,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,sp.,yHMJ407,GCA_030580195.1,1
12586,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,indica,NA,GCA_931305995.1,1
12587,Torulaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,franciscae,NRRL.Y-17532,GCA_003705175.3,1
