Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
13056,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,alfalfae,VaMs.102,GCA_000150825.1,1
13057,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,alfalfae,VaMs.102,GCF_000150825.1,1
13058,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,zaregamsianum,PD739,GCA_002851755.1,1
13059,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,isaacii,PD618,GCA_002851775.1,1
13060,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,tricorpus,MUCL.9792,GCA_000732205.1,1
13061,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,nubilum,PD621,GCA_002851675.1,1
13062,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,VdLs.17,GCA_000952015.1,1
13063,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,JR2,GCA_000400815.2,1
13064,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,nonalfalfae,WCS.072,GCA_019551875.1,1
13065,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,VD991,GCA_030450075.1,1
13066,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,nonalfalfae,CBS.382.66,GCA_019553885.1,1
13067,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,Getta.Getta,GCA_004109745.1,1
13068,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,Gwydir1A3,GCA_003320035.1,1
13069,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,S011,GCA_018140825.1,1
13070,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,S023,GCA_018140845.1,1
13071,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,VdC07,GCA_018982865.1,1
13072,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,CQ2,GCA_004798895.1,1
13073,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,XJ592,GCA_009757105.1,1
13074,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,VdLs16,GCA_013170945.1,1
13075,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,TO22,GCA_018440655.1,1
13076,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,GF1300,GCA_018440635.1,1
13077,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,XJ511,GCA_009663885.1,1
13078,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,DAR83138,GCA_029607785.1,1
13079,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,DK045,GCA_034408665.1,1
13080,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,VdB09,GCA_018982765.1,1
13081,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,Ud1-4-1,GCA_018440645.1,1
13082,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,DAR82592,GCA_029607805.1,1
13083,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,DAR83143,GCA_029607795.1,1
13084,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,85S,GCA_004798885.1,1
13085,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,GF1192,GCA_018440605.1,1
13086,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,HoMCLT,GCA_018440705.1,1
13087,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,Gf-Cb5,GCA_018440625.1,1
13088,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,DAR83175,GCA_029607885.1,1
13089,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,MPI-CAGE-AT-0001,GCA_020726535.1,1
13090,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,12008,GCA_002892985.1,1
13091,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,Vd991,GCA_002370995.1,1
13092,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,WCS.071,GCA_024085535.1,1
13093,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,12161,GCA_002892995.1,1
13094,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,12158,GCA_002893045.1,1
13095,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,Vd39,GCA_011032905.1,1
13096,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,DAR82597,GCA_029607815.1,1
13097,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,12251,GCA_002893025.1,1
13098,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,DAR83135,GCA_029607825.1,1
13099,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,VanDijk,GCA_011032865.1,1
13100,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,JKG8,GCA_011032845.1,1
13101,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,2009-605,GCA_011033005.1,1
13102,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,ST16.01,GCA_011032965.1,1
13103,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,12253,GCA_002893035.1,1
13104,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,DAR85139,GCA_026937705.1,1
13105,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,V152,GCA_011032955.1,1
13106,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,V52,GCA_011032945.1,1
13107,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,463,GCA_011032985.1,1
13108,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,VDG2,GCA_011066485.2,1
13109,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,dahliae,VDG1,GCA_011066465.2,1
13110,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,longisporum,VLB2,GCA_019188265.1,1
13111,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,longisporum,VL20,GCA_019188275.1,1
13112,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,nonalfalfae,E80,GCA_024085605.1,1
13113,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,nonalfalfae,G1/5,GCA_009653615.2,1
13114,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,nonalfalfae,I3/2,GCA_006288515.3,1
13115,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,nonalfalfae,Vert56,GCA_009653595.1,1
13116,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,nonalfalfae,T2,GCA_002776445.1,1
13117,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,longisporum,NA,GCA_001268165.1,1
13118,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,longisporum,Vl32,GCA_018994095.1,1
13119,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,longisporum,NA,GCA_001268145.1,1
13120,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,longisporum,Vl43,GCA_018994065.1,1
13121,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,longisporum,Vl145c,GCA_018994105.1,1
13122,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,albo-atrum,WCS.867,GCA_024085555.1,1
13123,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,alfalfae,PD683,GCA_002851655.1,1
13124,Verticillium,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,tricorpus,PD593,GCA_002851695.1,1
13125,Viridothelium,Ascomycota,Pezizomycotina,Dothideomycetes,Trypetheliaceae,virens,Tuck..ex.Michener,GCA_010094025.1,1
13126,Westerdykella,Ascomycota,Pezizomycotina,Dothideomycetes,Sporormiaceae,ornata,CBS.379.55,GCA_010094085.1,1
13127,Westerdykella,Ascomycota,Pezizomycotina,Dothideomycetes,Sporormiaceae,ornata,CBS.379.55,GCF_010094085.1,1
13128,Westerdykella,Ascomycota,Pezizomycotina,Dothideomycetes,Sporormiaceae,aurantiaca,NNIBRFG27121,GCA_030412805.1,1
13129,Westerdykella,Ascomycota,Pezizomycotina,Dothideomycetes,Sporormiaceae,sp.,P71,GCA_019022765.1,1
13130,Whalleya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariaceae,microplaca,YMJ.1829,GCA_022497155.1,1
13131,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,siamensis,CBS.13331,GCA_030571815.1,1
13132,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,shivajii,CBS.15893,GCA_030585105.1,1
13133,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,infanticola,NRRL.Y-17858,GCA_030574435.1,1
13134,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,bombiphila,NRRL.Y-27640,GCA_030561035.1,1
13135,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,slavikovae,CBS.12417,GCA_030571795.1,1
13136,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,hasegawae,JCM.12559,GCA_030572535.1,1
13137,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,kurtzmanii,CBS.15383,GCA_030572965.1,1
13138,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,cacticola,NRRL.Y-27362,GCA_030564425.1,1
13139,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,sergipiensis,CBS.9567,GCA_030563925.1,1
13140,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,allomyrinae,CBS.13167,GCA_030581455.1,1
13141,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,azymoides,CBS.10508T,GCA_030563245.1,1
13142,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,parazyma,NRRL.Y-48669T,GCA_030562575.1,1
13143,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,kazuoi,JCM.12558,GCA_030555755.1,1
13144,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,versatilis,HR3,GCA_030867685.1,1
13145,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,domercqiae,JCM.9478,GCA_001599275.1,1
13146,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,sorbophila,DS02,GCA_002251995.2,1
13147,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,sorbophila,DS02,GCF_002251995.1,1
13148,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,pararugosa,PX1910,GCA_023628975.1,1
13149,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,nectarea,PYCC.8436,GCA_022577815.1,1
13150,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,musiphila,CBS.10697,GCA_030558175.1,1
13151,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,azyma,PYCC.8333,GCA_022577855.1,1
13152,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,brachini,CBS.14176,GCA_030565285.1,1
13153,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,sp.,F6312,GCA_037041415.1,1
13154,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,spandovensis,PYCC.8431,GCA_022577695.1,1
13155,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,dianesei,PYCC.8330,GCA_022577725.1,1
13156,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,alocasiicola,PYCC.8427,GCA_022577715.1,1
13157,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,occidentalis,NRRL.Y-27364,GCA_030582035.1,1
13158,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,lipophila,NRRL.Y-27367,GCA_030582055.1,1
13159,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,galacta,NRRL.Y-17645,GCA_030582755.1,1
13160,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,australiensis,NRRL.Y-27360,GCA_030579635.1,1
13161,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,vanderwaltii,NRRL.Y-17671,GCA_030582415.1,1
13162,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,qilinensis,CBS.13929,GCA_030556915.1,1
13163,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,sp.,P97-06A,GCA_037042115.1,1
13164,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,versatilis,NRRL.Y-6652,GCA_030563025.1,1
13165,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,versatilis,NRRL.Y-6652,GCA_004125065.1,1
13166,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,domercqiae,NRRL.Y-6692,GCA_004125175.1,1
13167,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,domercqiae,NRRL.Y-6692,GCA_030573935.1,1
13168,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,domercqiae,PYCC.3067,GCA_003033705.1,1
13169,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,sorbophila,NRRL.Y-7921,GCA_029581845.1,1
13170,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,sorbophila,NRRL.Y-7921,GCA_030569535.1,1
13171,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,pararugosa,NRRL.Y-17089T,GCA_030574655.1,1
13172,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,infanticola,NRRL.Y-17858,GCA_004125145.1,1
13173,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,hasegawae,JCM.12559,GCA_004125105.1,1
13174,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,cacticola,NRRL.Y-27362,GCA_003705615.1,1
13175,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,nectarea,CBS.14162,GCA_030570915.1,1
13176,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,pararugosa,NRRL.Y-17089,GCA_004125235.1,1
13177,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,versatilis,JCM.5958,GCA_001600375.1,1
13178,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,versatilis,t-1,GCA_001659765.1,1
13179,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,sorbophila,DX8004,GCA_023629035.1,1
13180,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,pararugosa,PK2204,GCA_023628995.1,1
13181,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,pararugosa,PH4012,GCA_023629015.1,1
13182,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,pararugosa,PH2204,GCA_023628955.1,1
13183,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,kurtzmanii,PYCC.8437,GCA_022577765.1,1
13184,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,spandovensis,NRRL.Y-17761,GCA_030582135.1,1
13185,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,occidentalis,NRRL.Y-27364,GCA_004125095.1,1
13186,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,alocasiicola,NRRL.Y-48713,GCA_030582215.1,1
13187,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,galacta,NRRL.Y-17645,GCA_003045245.1,1
13188,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,vanderwaltii,PYCC.3671,GCA_022577775.1,1
13189,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,parazyma,PYCC.8426,GCA_022577825.1,1
13190,Wickerhamiella,Ascomycota,Saccharomycotina,Saccharomycetes,Trichomonascaceae,sorbophila,NA,GCA_937857865.1,1
13191,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,hampshirensis,NRRL.YB-4128,GCA_003706765.3,1
13192,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,NRRL.YB-2243,GCA_030581995.1,1
13193,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,silvicola,NRRL.Y-1678,GCA_030570795.1,1
13194,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,canadensis,NRRL.Y-1888,GCA_003707015.3,1
13195,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,bovis,NRRL.YB-4184,GCA_003707945.3,1
13196,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,rabaulensis,NRRL.Y-7945,GCA_030574855.1,1
13197,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,lynferdii,NRRL.Y-7723,GCA_030582155.1,1
13198,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,mucosus,NRRL.YB-1344,GCA_030581415.1,1
13199,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,queroliae,NRRL.Y-48478,GCA_030674255.1,1
13200,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,ciferrii,NRRL.Y-1031.F-60-10,GCA_000313485.1,1
13201,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,ciferrii,NRRL.Y-1031.F-60-10,GCF_000313485.1,1
13202,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,strasburgensis,NRRL.Y-2383,GCA_030574715.1,1
13203,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sydowiorum,NRRL.Y-7130,GCA_030574735.1,1
13204,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,subpelliculosus,NRRL.Y-1683,GCA_030582255.1,1
13205,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,chaumierensis,CBS.8565,GCA_030566875.1,1
13206,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,onychis,NRRL.Y-7123,GCA_030582435.1,1
13207,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,kurtzmanii,CBS.15418,GCA_030572875.1,1
13208,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,chambardii,NRRL.Y-2378,GCA_030574595.1,1
13209,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,pijperi,NRRL.YB-4309,GCA_030582275.1,1
13210,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,NRRL.Y-366-8,GCA_001661255.1,1
13211,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,NRRL.Y-366-8,GCF_001661255.1,1
13212,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,alni,NA,GCA_949709075.1,1
13213,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,yHMH451,GCA_030571095.1,1
13214,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,Y91-04,GCA_037042445.1,1
13215,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,DX7706-1,GCA_037041065.1,1
13216,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,bisporus,VH7_F,GCA_024271855.1,1
13217,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,PG92-11,GCA_037041675.1,1
13218,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,yHMH26,GCA_030571235.1,1
13219,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,xylosica,NBRC.108869,.AB557867,GCA_030581495.1,1
13220,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,yHMH617,GCA_030571115.1,1
13221,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,PG4208,GCA_023629715.1,1
13222,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,tratensis,CBS.12176,GCA_030564005.1,1
13223,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,NRRL.Y-48258,GCA_030557145.1,1
13224,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,M8010,GCA_023627765.1,1
13225,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,NRRL.Y-48258,GCA_018343995.1,1
13226,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,sp.,yHQL14,GCA_030561705.1,1
13227,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,KG16,GCA_019321675.1,1
13228,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,KG16,GCA_019321765.1,1
13229,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,NRRL.Y-366,GCA_030574575.1,1
13230,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,NRRL.Y-366,GCA_018344375.1,1
13231,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,NRRL.Y-366,GCA_000147375.2,1
13232,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,alni,NRRL.Y-11625,GCA_030582175.1,1
13233,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,alni,NRRL.Y-11625,GCA_003707985.2,1
13234,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,bisporus,NRRL.Y-1482,GCA_030574695.1,1
13235,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,mucosus,CBS6341,GCA_020536175.1,1
13236,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,pijperi,CBS2887,GCA_020536225.1,1
13237,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,ciferrii,NRRL.Y-1031,GCA_030574635.1,1
13238,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,ciferrii,NRRL.Y-1031,GCA_018344405.1,1
13239,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,MBY2396,GCA_021208015.1,1
13240,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,NCYC.432,GCA_029581785.1,1
13241,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,LBCM1105,GCA_009707815.1,1
13242,Wickerhamomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Phaffomycetaceae,anomalus,NA,GCA_026545255.1,1
